defect_id,defect_date,line_id,model_id,process,defect_type,defect_count,severity,rework_status
D000698,2026-02-12,L005,M005,总装,螺栓扭矩不足,2,低,已返修
D000699,2026-02-12,L006,M005,焊装,零件错位,3,低,已返修
D000700,2026-02-12,L006,M005,焊装,零件错位,1,中,已返修
D000701,2026-02-12,L007,M007,总装,线束松动,2,低,已返修
D000702,2026-02-12,L007,M008,总装,线束松动,1,低,已返修
D000703,2026-02-12,L008,M002,检测,电控报警,1,中,已返修
D000704,2026-02-12,L008,M008,检测,密封性异常,2,低,已返修
D000705,2026-02-13,L001,M001,总装,线束松动,5,中,返修中
D000706,2026-02-13,L001,M002,总装,螺栓扭矩不足,3,低,返修中
D000707,2026-02-13,L002,M004,焊装,焊缝气孔,3,中,已返修
D000708,2026-02-13,L002,M003,焊装,焊点虚焊,4,低,已返修
D000709,2026-02-13,L003,M003,总装,线束松动,1,中,已返修
D000710,2026-02-13,L003,M004,总装,内饰装配偏差,2,低,已返修
D000711,2026-02-13,L004,M002,涂装,色差,2,低,返修中
D000712,2026-02-13,L004,M002,涂装,色差,2,低,返修中
D000713,2026-02-13,L005,M006,总装,螺栓扭矩不足,2,低,已返修
D000714,2026-02-13,L005,M005,总装,内饰装配偏差,1,高,返修中
D000715,2026-02-13,L006,M005,焊装,焊缝气孔,1,低,已返修
D000716,2026-02-13,L006,M005,焊装,焊缝气孔,1,中,已返修
D000717,2026-02-13,L007,M008,总装,线束松动,2,中,已返修
D000718,2026-02-13,L007,M007,总装,线束松动,1,中,已返修
D000719,2026-02-13,L008,M005,检测,制动检测异常,3,中,已返修
D000720,2026-02-13,L008,M002,检测,制动检测异常,2,中,已返修
D000721,2026-02-14,L001,M001,总装,线束松动,2,中,已返修
D000722,2026-02-14,L001,M001,总装,内饰装配偏差,3,低,已返修
D000723,2026-02-14,L002,M004,焊装,焊点虚焊,1,低,已返修
D000724,2026-02-14,L002,M004,焊装,零件错位,2,高,返修中
D000725,2026-02-14,L003,M004,总装,内饰装配偏差,3,中,已返修
D000726,2026-02-14,L003,M003,总装,线束松动,1,中,已返修
D000727,2026-02-14,L004,M001,涂装,色差,3,中,返修中
D000728,2026-02-14,L004,M002,涂装,色差,4,高,待确认
D000729,2026-02-14,L005,M006,总装,线束松动,2,低,已返修
D000730,2026-02-14,L005,M005,总装,螺栓扭矩不足,2,低,已返修
D000731,2026-02-14,L006,M005,焊装,零件错位,1,低,已返修
D000732,2026-02-14,L006,M006,焊装,零件错位,1,中,已返修
D000733,2026-02-14,L007,M008,总装,螺栓扭矩不足,2,中,已返修
D000734,2026-02-14,L007,M007,总装,内饰装配偏差,2,低,已返修
D000735,2026-02-14,L008,M007,检测,制动检测异常,2,中,待确认
D000736,2026-02-14,L008,M008,检测,制动检测异常,2,低,已返修
D000737,2026-02-15,L001,M001,总装,内饰装配偏差,3,低,已返修
D000738,2026-02-15,L001,M001,总装,线束松动,1,中,已返修
D000739,2026-02-15,L001,M001,总装,螺栓扭矩不足,2,低,已返修
D000740,2026-02-15,L002,M003,焊装,焊缝气孔,2,低,已返修
D000741,2026-02-15,L002,M003,焊装,焊点虚焊,2,低,返修中
D000742,2026-02-15,L003,M003,总装,线束松动,3,中,已返修
D000743,2026-02-15,L003,M003,总装,内饰装配偏差,1,低,待确认
D000744,2026-02-15,L004,M002,涂装,色差,3,低,已返修
D000745,2026-02-15,L004,M002,涂装,色差,1,低,返修中
D000746,2026-02-15,L005,M006,总装,内饰装配偏差,3,低,已返修
D000747,2026-02-15,L005,M006,总装,线束松动,1,低,已返修
D000748,2026-02-15,L006,M006,焊装,焊点虚焊,3,高,已返修
D000749,2026-02-15,L007,M008,总装,内饰装配偏差,1,低,已返修
D000750,2026-02-15,L007,M007,总装,线束松动,1,中,已返修
D000751,2026-02-15,L008,M001,检测,制动检测异常,3,低,已返修
D000752,2026-02-15,L008,M008,检测,制动检测异常,1,低,已返修
D000753,2026-02-16,L001,M001,总装,螺栓扭矩不足,3,低,返修中
D000754,2026-02-16,L001,M002,总装,内饰装配偏差,4,低,已返修
D000755,2026-02-16,L002,M003,焊装,焊点虚焊,3,低,已返修
D000756,2026-02-16,L002,M004,焊装,零件错位,2,低,已返修
D000757,2026-02-16,L003,M004,总装,内饰装配偏差,4,低,已返修
D000758,2026-02-16,L003,M004,总装,线束松动,2,低,已返修
D000759,2026-02-16,L004,M002,涂装,漆面流挂,2,低,已返修
D000760,2026-02-16,L004,M001,涂装,色差,3,低,待确认
D000761,2026-02-16,L005,M005,总装,线束松动,3,高,已返修
D000762,2026-02-16,L005,M006,总装,线束松动,3,低,已返修
D000763,2026-02-16,L006,M005,焊装,零件错位,3,低,已返修
D000764,2026-02-16,L006,M006,焊装,零件错位,1,低,已返修
D000765,2026-02-16,L007,M007,总装,内饰装配偏差,2,低,已返修
D000766,2026-02-16,L007,M008,总装,螺栓扭矩不足,2,低,已返修
D000767,2026-02-16,L008,M006,检测,制动检测异常,1,低,已返修
D000768,2026-02-16,L008,M001,检测,制动检测异常,4,低,返修中
D000769,2026-02-17,L001,M002,总装,螺栓扭矩不足,2,高,返修中
D000770,2026-02-17,L001,M001,总装,内饰装配偏差,2,低,已返修
D000771,2026-02-17,L002,M004,焊装,焊点虚焊,4,中,返修中
D000772,2026-02-17,L002,M003,焊装,零件错位,2,中,待确认
D000773,2026-02-17,L003,M004,总装,线束松动,4,中,已返修
D000774,2026-02-17,L003,M003,总装,内饰装配偏差,2,低,已返修
D000775,2026-02-17,L004,M002,涂装,颗粒点,2,低,已返修
D000776,2026-02-17,L004,M002,涂装,颗粒点,2,低,已返修
D000777,2026-02-17,L005,M006,总装,线束松动,2,低,已返修
D000778,2026-02-17,L005,M006,总装,内饰装配偏差,1,低,已返修
D000779,2026-02-17,L006,M006,焊装,焊缝气孔,3,中,返修中
D000780,2026-02-17,L006,M005,焊装,焊点虚焊,1,低,已返修
D000781,2026-02-17,L007,M008,总装,内饰装配偏差,3,低,待确认
D000782,2026-02-17,L007,M007,总装,螺栓扭矩不足,1,中,已返修
D000783,2026-02-17,L008,M003,检测,制动检测异常,2,低,已返修
D000784,2026-02-17,L008,M005,检测,制动检测异常,2,中,返修中
D000785,2026-02-18,L001,M002,总装,螺栓扭矩不足,3,低,已返修
D000786,2026-02-18,L001,M002,总装,螺栓扭矩不足,4,低,待确认
D000787,2026-02-18,L002,M003,焊装,焊缝气孔,2,中,已返修
D000788,2026-02-18,L002,M003,焊装,零件错位,2,低,已返修
D000789,2026-02-18,L003,M003,总装,内饰装配偏差,3,中,已返修
D000790,2026-02-18,L003,M004,总装,内饰装配偏差,2,中,返修中
D000791,2026-02-18,L004,M001,涂装,颗粒点,3,高,返修中
D000792,2026-02-18,L004,M001,涂装,漆面流挂,2,低,待确认
D000793,2026-02-18,L005,M005,总装,螺栓扭矩不足,1,低,已返修
D000794,2026-02-18,L005,M005,总装,螺栓扭矩不足,3,低,已返修
D000795,2026-02-18,L006,M006,焊装,焊缝气孔,3,低,已返修
D000796,2026-02-18,L006,M006,焊装,焊点虚焊,3,高,已返修
D000797,2026-02-18,L007,M007,总装,线束松动,3,低,待确认
D000798,2026-02-18,L007,M007,总装,螺栓扭矩不足,3,低,已返修
D000799,2026-02-18,L008,M008,检测,制动检测异常,3,高,已返修
D000800,2026-02-18,L008,M007,检测,制动检测异常,3,中,返修中
D000801,2026-02-19,L001,M001,总装,螺栓扭矩不足,3,中,返修中
D000802,2026-02-19,L001,M001,总装,螺栓扭矩不足,3,高,已返修
D000803,2026-02-19,L001,M001,总装,线束松动,1,中,已返修
D000804,2026-02-19,L002,M004,焊装,焊缝气孔,2,低,返修中
D000805,2026-02-19,L002,M004,焊装,焊缝气孔,4,中,返修中
D000806,2026-02-19,L003,M004,总装,线束松动,4,低,已返修
D000807,2026-02-19,L003,M004,总装,内饰装配偏差,1,低,返修中
D000808,2026-02-19,L004,M001,涂装,漆面流挂,1,中,已返修
D000809,2026-02-19,L004,M001,涂装,漆面流挂,3,中,已返修
D000810,2026-02-19,L005,M006,总装,线束松动,3,低,已返修
D000811,2026-02-19,L005,M006,总装,螺栓扭矩不足,2,低,已返修
D000812,2026-02-19,L006,M006,焊装,焊缝气孔,3,低,已返修
D000813,2026-02-19,L006,M005,焊装,焊点虚焊,1,低,已返修
D000814,2026-02-19,L007,M007,总装,线束松动,3,低,已返修
D000815,2026-02-19,L007,M008,总装,螺栓扭矩不足,1,低,已返修
D000816,2026-02-19,L008,M003,检测,制动检测异常,5,低,已返修
D000817,2026-02-19,L008,M001,检测,密封性异常,2,低,已返修
D000818,2026-02-20,L001,M002,总装,线束松动,4,中,已返修
D000819,2026-02-20,L001,M002,总装,线束松动,4,中,已返修
D000820,2026-02-20,L002,M003,焊装,零件错位,4,低,待确认
D000821,2026-02-20,L002,M004,焊装,焊点虚焊,2,低,已返修
D000822,2026-02-20,L003,M003,总装,螺栓扭矩不足,3,低,待确认
D000823,2026-02-20,L003,M004,总装,螺栓扭矩不足,3,中,已返修
D000824,2026-02-20,L004,M002,涂装,颗粒点,2,低,已返修
D000825,2026-02-20,L004,M001,涂装,色差,1,中,已返修
D000826,2026-02-20,L005,M005,总装,螺栓扭矩不足,1,中,已返修
D000827,2026-02-20,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D000828,2026-02-20,L006,M006,焊装,零件错位,3,中,返修中
D000829,2026-02-20,L006,M005,焊装,焊缝气孔,2,低,返修中
D000830,2026-02-20,L007,M008,总装,内饰装配偏差,3,低,已返修
D000831,2026-02-20,L007,M008,总装,螺栓扭矩不足,3,低,返修中
D000832,2026-02-20,L008,M002,检测,密封性异常,2,低,已返修
D000833,2026-02-20,L008,M008,检测,密封性异常,3,低,已返修
D000834,2026-02-21,L001,M001,总装,线束松动,4,低,已返修
D000835,2026-02-21,L001,M002,总装,线束松动,1,低,已返修
D000836,2026-02-21,L002,M004,焊装,零件错位,3,低,已返修
D000837,2026-02-21,L002,M004,焊装,焊点虚焊,2,低,已返修
D000838,2026-02-21,L003,M004,总装,螺栓扭矩不足,2,高,待确认
D000839,2026-02-21,L003,M003,总装,线束松动,3,低,已返修
D000840,2026-02-21,L004,M001,涂装,色差,2,中,待确认
D000841,2026-02-21,L004,M001,涂装,色差,3,低,已返修
D000842,2026-02-21,L005,M005,总装,内饰装配偏差,2,低,返修中
D000843,2026-02-21,L005,M005,总装,螺栓扭矩不足,1,低,已返修
D000844,2026-02-21,L006,M005,焊装,零件错位,1,中,已返修
D000845,2026-02-21,L006,M005,焊装,零件错位,3,中,已返修
D000846,2026-02-21,L007,M007,总装,螺栓扭矩不足,3,中,已返修
D000847,2026-02-21,L007,M008,总装,螺栓扭矩不足,3,低,已返修
D000848,2026-02-21,L008,M005,检测,密封性异常,1,中,已返修
D000849,2026-02-21,L008,M007,检测,制动检测异常,1,高,已返修
D000850,2026-02-22,L001,M002,总装,内饰装配偏差,3,低,已返修
D000851,2026-02-22,L001,M002,总装,线束松动,1,中,返修中
D000852,2026-02-22,L002,M004,焊装,焊点虚焊,1,低,已返修
D000853,2026-02-22,L002,M003,焊装,焊缝气孔,1,中,返修中
D000854,2026-02-22,L003,M004,总装,螺栓扭矩不足,1,中,已返修
D000855,2026-02-22,L003,M003,总装,线束松动,2,低,返修中
D000856,2026-02-22,L004,M001,涂装,漆面流挂,2,低,已返修
D000857,2026-02-22,L004,M001,涂装,漆面流挂,1,低,已返修
D000858,2026-02-22,L005,M006,总装,螺栓扭矩不足,1,低,返修中
D000859,2026-02-22,L006,M005,焊装,焊点虚焊,1,低,已返修
D000860,2026-02-22,L006,M005,焊装,焊缝气孔,1,高,已返修
D000861,2026-02-22,L007,M008,总装,螺栓扭矩不足,2,中,已返修
D000862,2026-02-22,L007,M007,总装,螺栓扭矩不足,2,中,已返修
D000863,2026-02-22,L008,M008,检测,密封性异常,3,高,已返修
D000864,2026-02-22,L008,M004,检测,电控报警,2,中,已返修
D000865,2026-02-23,L001,M001,总装,螺栓扭矩不足,3,低,返修中
D000866,2026-02-23,L001,M001,总装,线束松动,1,中,已返修
D000867,2026-02-23,L001,M001,总装,内饰装配偏差,5,中,已返修
D000868,2026-02-23,L002,M003,焊装,零件错位,2,高,返修中
D000869,2026-02-23,L002,M003,焊装,焊缝气孔,3,低,已返修
D000870,2026-02-23,L003,M004,总装,螺栓扭矩不足,4,高,已返修
D000871,2026-02-23,L003,M004,总装,螺栓扭矩不足,3,低,已返修
D000872,2026-02-23,L004,M001,涂装,漆面流挂,2,高,已返修
D000873,2026-02-23,L004,M001,涂装,颗粒点,1,中,返修中
D000874,2026-02-23,L005,M005,总装,线束松动,3,中,返修中
D000875,2026-02-23,L005,M006,总装,螺栓扭矩不足,1,低,返修中
D000876,2026-02-23,L006,M005,焊装,焊点虚焊,1,低,已返修
D000877,2026-02-23,L006,M006,焊装,焊缝气孔,1,低,已返修
D000878,2026-02-23,L007,M008,总装,螺栓扭矩不足,3,低,已返修
D000879,2026-02-23,L007,M007,总装,内饰装配偏差,1,低,已返修
D000880,2026-02-23,L008,M002,检测,制动检测异常,3,低,已返修
D000881,2026-02-23,L008,M005,检测,电控报警,1,低,已返修
D000882,2026-02-24,L001,M001,总装,线束松动,2,低,已返修
D000883,2026-02-24,L001,M001,总装,螺栓扭矩不足,2,中,返修中
D000884,2026-02-24,L002,M003,焊装,焊缝气孔,3,高,返修中
D000885,2026-02-24,L002,M003,焊装,焊点虚焊,2,高,已返修
D000886,2026-02-24,L003,M003,总装,线束松动,1,低,已返修
D000887,2026-02-24,L003,M004,总装,内饰装配偏差,2,低,已返修
D000888,2026-02-24,L004,M002,涂装,漆面流挂,2,低,返修中
D000889,2026-02-24,L004,M002,涂装,漆面流挂,4,低,已返修
D000890,2026-02-24,L005,M006,总装,线束松动,1,中,已返修
D000891,2026-02-24,L005,M006,总装,内饰装配偏差,2,中,已返修
D000892,2026-02-24,L006,M006,焊装,零件错位,1,中,已返修
D000893,2026-02-24,L006,M006,焊装,焊点虚焊,3,中,已返修
D000894,2026-02-24,L007,M007,总装,内饰装配偏差,1,中,返修中
D000895,2026-02-24,L007,M008,总装,线束松动,3,高,返修中
D000896,2026-02-24,L008,M007,检测,电控报警,3,高,已返修
D000897,2026-02-24,L008,M005,检测,电控报警,1,低,已返修
D000898,2026-02-25,L001,M002,总装,螺栓扭矩不足,2,低,已返修
D000899,2026-02-25,L001,M001,总装,内饰装配偏差,2,低,返修中
D000900,2026-02-25,L002,M004,焊装,零件错位,2,中,已返修
D000901,2026-02-25,L002,M004,焊装,零件错位,3,低,已返修
D000902,2026-02-25,L003,M003,总装,螺栓扭矩不足,3,中,已返修
D000903,2026-02-25,L003,M003,总装,内饰装配偏差,2,中,返修中
D000904,2026-02-25,L004,M001,涂装,颗粒点,2,低,已返修
D000905,2026-02-25,L004,M002,涂装,漆面流挂,3,低,已返修
D000906,2026-02-25,L004,M002,涂装,色差,1,中,已返修
D000907,2026-02-25,L005,M005,总装,螺栓扭矩不足,2,低,已返修
D000908,2026-02-25,L005,M006,总装,内饰装配偏差,1,低,已返修
D000909,2026-02-25,L006,M005,焊装,零件错位,1,中,已返修
D000910,2026-02-25,L006,M005,焊装,零件错位,3,低,已返修
D000911,2026-02-25,L007,M008,总装,螺栓扭矩不足,2,低,返修中
D000912,2026-02-25,L007,M007,总装,内饰装配偏差,1,低,已返修
D000913,2026-02-25,L008,M003,检测,制动检测异常,2,低,已返修
D000914,2026-02-25,L008,M007,检测,电控报警,4,高,已返修
D000915,2026-02-26,L001,M001,总装,螺栓扭矩不足,2,低,已返修
D000916,2026-02-26,L001,M001,总装,内饰装配偏差,2,低,已返修
D000917,2026-02-26,L002,M003,焊装,焊缝气孔,2,高,已返修
D000918,2026-02-26,L002,M004,焊装,焊点虚焊,3,中,已返修
D000919,2026-02-26,L002,M004,焊装,零件错位,1,中,已返修
D000920,2026-02-26,L003,M003,总装,内饰装配偏差,1,高,返修中
D000921,2026-02-26,L003,M003,总装,线束松动,1,中,已返修
D000922,2026-02-26,L004,M001,涂装,色差,1,中,已返修
D000923,2026-02-26,L004,M001,涂装,颗粒点,2,中,已返修
D000924,2026-02-26,L005,M005,总装,内饰装配偏差,3,高,返修中
D000925,2026-02-26,L005,M006,总装,线束松动,1,中,已返修
D000926,2026-02-26,L006,M005,焊装,零件错位,2,低,返修中
D000927,2026-02-26,L006,M006,焊装,零件错位,4,中,已返修
D000928,2026-02-26,L007,M008,总装,线束松动,2,低,已返修
D000929,2026-02-26,L007,M008,总装,内饰装配偏差,1,低,已返修
D000930,2026-02-26,L008,M006,检测,制动检测异常,3,低,已返修
D000931,2026-02-26,L008,M005,检测,制动检测异常,3,中,已返修
D000932,2026-02-27,L001,M002,总装,线束松动,4,中,已返修
D000933,2026-02-27,L001,M002,总装,线束松动,2,低,已返修
D000934,2026-02-27,L002,M004,焊装,零件错位,3,中,返修中
D000935,2026-02-27,L002,M004,焊装,焊缝气孔,2,低,返修中
D000936,2026-02-27,L003,M004,总装,螺栓扭矩不足,3,低,已返修
D000937,2026-02-27,L003,M003,总装,线束松动,2,中,已返修
D000938,2026-02-27,L004,M002,涂装,色差,1,中,已返修
D000939,2026-02-27,L004,M001,涂装,色差,2,低,已返修
D000940,2026-02-27,L005,M006,总装,内饰装配偏差,1,中,返修中
D000941,2026-02-27,L005,M006,总装,内饰装配偏差,2,低,已返修
D000942,2026-02-27,L006,M005,焊装,焊缝气孔,2,高,已返修
D000943,2026-02-27,L006,M005,焊装,焊缝气孔,3,中,已返修
D000944,2026-02-27,L007,M008,总装,内饰装配偏差,1,低,返修中
D000945,2026-02-27,L007,M008,总装,线束松动,1,中,已返修
D000946,2026-02-27,L008,M001,检测,电控报警,4,低,返修中
D000947,2026-02-27,L008,M001,检测,密封性异常,1,中,已返修
D000948,2026-02-28,L001,M002,总装,内饰装配偏差,3,低,待确认
D000949,2026-02-28,L001,M002,总装,内饰装配偏差,2,低,已返修
D000950,2026-02-28,L002,M004,焊装,焊缝气孔,2,低,已返修
D000951,2026-02-28,L002,M004,焊装,零件错位,2,中,已返修
D000952,2026-02-28,L003,M003,总装,线束松动,1,中,已返修
D000953,2026-02-28,L003,M004,总装,螺栓扭矩不足,3,低,已返修
D000954,2026-02-28,L004,M002,涂装,漆面流挂,1,中,返修中
D000955,2026-02-28,L004,M002,涂装,颗粒点,3,中,已返修
D000956,2026-02-28,L005,M006,总装,线束松动,3,低,已返修
D000957,2026-02-28,L005,M005,总装,螺栓扭矩不足,2,低,已返修
D000958,2026-02-28,L006,M006,焊装,焊缝气孔,2,低,已返修
D000959,2026-02-28,L006,M005,焊装,零件错位,1,低,返修中
D000960,2026-02-28,L007,M007,总装,线束松动,3,低,待确认
D000961,2026-02-28,L007,M008,总装,螺栓扭矩不足,2,中,已返修
D000962,2026-02-28,L008,M001,检测,制动检测异常,4,低,已返修
D000963,2026-02-28,L008,M006,检测,制动检测异常,3,中,返修中
D000964,2026-03-01,L001,M002,总装,内饰装配偏差,3,高,返修中
D000965,2026-03-01,L001,M002,总装,线束松动,1,低,已返修
D000966,2026-03-01,L002,M004,焊装,焊点虚焊,1,低,已返修
D000967,2026-03-01,L002,M003,焊装,焊点虚焊,1,低,已返修
D000968,2026-03-01,L003,M004,总装,线束松动,3,低,待确认
D000969,2026-03-01,L003,M003,总装,线束松动,2,低,已返修
D000970,2026-03-01,L004,M002,涂装,颗粒点,1,低,已返修
D000971,2026-03-01,L004,M002,涂装,颗粒点,1,低,已返修
D000972,2026-03-01,L005,M005,总装,线束松动,3,中,已返修
D000973,2026-03-01,L005,M006,总装,线束松动,3,高,已返修
D000974,2026-03-01,L006,M006,焊装,焊缝气孔,1,低,已返修
D000975,2026-03-01,L006,M006,焊装,焊缝气孔,3,中,返修中
D000976,2026-03-01,L007,M008,总装,线束松动,1,中,已返修
D000977,2026-03-01,L007,M008,总装,线束松动,2,低,已返修
D000978,2026-03-01,L008,M003,检测,密封性异常,2,中,返修中
D000979,2026-03-01,L008,M005,检测,电控报警,3,低,返修中
D000980,2026-03-02,L001,M002,总装,线束松动,1,中,已返修
D000981,2026-03-02,L001,M002,总装,螺栓扭矩不足,2,中,已返修
D000982,2026-03-02,L002,M003,焊装,焊缝气孔,3,中,已返修
D000983,2026-03-02,L002,M004,焊装,焊点虚焊,1,中,已返修
D000984,2026-03-02,L003,M003,总装,螺栓扭矩不足,3,中,已返修
D000985,2026-03-02,L003,M003,总装,线束松动,2,中,已返修
D000986,2026-03-02,L004,M001,涂装,颗粒点,3,中,已返修
D000987,2026-03-02,L004,M001,涂装,色差,1,高,已返修
D000988,2026-03-02,L005,M005,总装,线束松动,2,低,已返修
D000989,2026-03-02,L005,M005,总装,螺栓扭矩不足,3,高,待确认
D000990,2026-03-02,L006,M005,焊装,焊缝气孔,1,中,返修中
D000991,2026-03-02,L006,M005,焊装,零件错位,3,中,已返修
D000992,2026-03-02,L007,M008,总装,内饰装配偏差,3,高,返修中
D000993,2026-03-02,L007,M007,总装,线束松动,3,低,已返修
D000994,2026-03-02,L008,M006,检测,制动检测异常,1,中,已返修
D000995,2026-03-02,L008,M006,检测,电控报警,1,低,返修中
D000996,2026-03-03,L001,M001,总装,线束松动,3,低,已返修
D000997,2026-03-03,L001,M001,总装,螺栓扭矩不足,1,中,已返修
D000998,2026-03-03,L001,M001,总装,线束松动,2,中,已返修
D000999,2026-03-03,L002,M004,焊装,零件错位,2,低,返修中
D001000,2026-03-03,L002,M004,焊装,焊缝气孔,4,低,已返修
D001001,2026-03-03,L003,M004,总装,螺栓扭矩不足,3,低,已返修
D001002,2026-03-03,L003,M004,总装,线束松动,3,中,已返修
D001003,2026-03-03,L004,M001,涂装,颗粒点,3,低,已返修
D001004,2026-03-03,L004,M001,涂装,颗粒点,1,中,返修中
D001005,2026-03-03,L005,M006,总装,螺栓扭矩不足,2,中,已返修
D001006,2026-03-03,L005,M005,总装,内饰装配偏差,3,低,已返修
D001007,2026-03-03,L006,M005,焊装,焊缝气孔,1,低,返修中
D001008,2026-03-03,L006,M005,焊装,焊点虚焊,2,中,已返修
D001009,2026-03-03,L007,M008,总装,内饰装配偏差,2,中,待确认
D001010,2026-03-03,L007,M007,总装,线束松动,3,中,待确认
D001011,2026-03-03,L008,M006,检测,制动检测异常,2,低,已返修
D001012,2026-03-03,L008,M002,检测,密封性异常,1,低,已返修
D001013,2026-03-04,L001,M002,总装,线束松动,3,低,已返修
D001014,2026-03-04,L001,M002,总装,螺栓扭矩不足,2,中,已返修
D001015,2026-03-04,L002,M004,焊装,焊点虚焊,3,中,已返修
D001016,2026-03-04,L002,M004,焊装,焊缝气孔,2,低,返修中
D001017,2026-03-04,L003,M003,总装,线束松动,2,低,已返修
D001018,2026-03-04,L003,M004,总装,螺栓扭矩不足,1,中,已返修
D001019,2026-03-04,L004,M002,涂装,颗粒点,3,中,已返修
D001020,2026-03-04,L004,M002,涂装,颗粒点,2,高,待确认
D001021,2026-03-04,L005,M006,总装,螺栓扭矩不足,2,低,返修中
D001022,2026-03-04,L005,M005,总装,线束松动,2,高,已返修
D001023,2026-03-04,L006,M006,焊装,焊缝气孔,3,低,已返修
D001024,2026-03-04,L006,M006,焊装,零件错位,1,中,已返修
D001025,2026-03-04,L006,M006,焊装,焊点虚焊,1,中,已返修
D001026,2026-03-04,L007,M008,总装,内饰装配偏差,1,高,返修中
D001027,2026-03-04,L007,M007,总装,螺栓扭矩不足,1,低,已返修
D001028,2026-03-04,L008,M008,检测,电控报警,2,中,返修中
D001029,2026-03-04,L008,M001,检测,制动检测异常,2,低,已返修
D001030,2026-03-05,L001,M001,总装,内饰装配偏差,4,中,返修中
D001031,2026-03-05,L001,M002,总装,内饰装配偏差,2,中,返修中
D001032,2026-03-05,L002,M004,焊装,零件错位,3,低,返修中
D001033,2026-03-05,L002,M004,焊装,零件错位,2,低,已返修
D001034,2026-03-05,L003,M003,总装,螺栓扭矩不足,1,低,已返修
D001035,2026-03-05,L003,M004,总装,线束松动,1,低,待确认
D001036,2026-03-05,L004,M001,涂装,颗粒点,1,低,返修中
D001037,2026-03-05,L004,M002,涂装,色差,2,低,已返修
D001038,2026-03-05,L005,M006,总装,内饰装配偏差,3,低,已返修
D001039,2026-03-05,L005,M006,总装,线束松动,1,中,已返修
D001040,2026-03-05,L006,M006,焊装,焊点虚焊,2,低,已返修
D001041,2026-03-05,L006,M005,焊装,焊缝气孔,2,中,已返修
D001042,2026-03-05,L007,M008,总装,螺栓扭矩不足,3,低,已返修
D001043,2026-03-05,L007,M008,总装,内饰装配偏差,3,中,已返修
D001044,2026-03-05,L008,M008,检测,制动检测异常,3,中,返修中
D001045,2026-03-05,L008,M002,检测,制动检测异常,2,高,已返修
D001046,2026-03-06,L001,M002,总装,螺栓扭矩不足,1,高,已返修
D001047,2026-03-06,L001,M001,总装,线束松动,4,中,返修中
D001048,2026-03-06,L001,M001,总装,螺栓扭矩不足,1,中,已返修
D001049,2026-03-06,L002,M004,焊装,零件错位,2,高,返修中
D001050,2026-03-06,L002,M004,焊装,焊点虚焊,3,低,已返修
D001051,2026-03-06,L003,M003,总装,线束松动,1,中,已返修
D001052,2026-03-06,L003,M003,总装,内饰装配偏差,2,低,已返修
D001053,2026-03-06,L004,M001,涂装,色差,2,低,已返修
D001054,2026-03-06,L004,M001,涂装,颗粒点,2,低,已返修
D001055,2026-03-06,L005,M006,总装,螺栓扭矩不足,2,低,已返修
D001056,2026-03-06,L005,M005,总装,螺栓扭矩不足,3,高,已返修
D001057,2026-03-06,L006,M005,焊装,零件错位,2,低,已返修
D001058,2026-03-06,L006,M005,焊装,焊点虚焊,1,中,已返修
D001059,2026-03-06,L007,M008,总装,线束松动,3,低,已返修
D001060,2026-03-06,L007,M007,总装,线束松动,2,低,返修中
D001061,2026-03-06,L008,M001,检测,密封性异常,3,低,已返修
D001062,2026-03-06,L008,M001,检测,电控报警,1,中,返修中
D001063,2026-03-06,L008,M004,检测,密封性异常,4,高,返修中
D001064,2026-03-07,L001,M002,总装,螺栓扭矩不足,4,低,已返修
D001065,2026-03-07,L001,M002,总装,线束松动,2,低,已返修
D001066,2026-03-07,L002,M003,焊装,焊点虚焊,3,低,待确认
D001067,2026-03-07,L002,M004,焊装,零件错位,3,高,已返修
D001068,2026-03-07,L003,M003,总装,线束松动,3,中,待确认
D001069,2026-03-07,L003,M004,总装,线束松动,3,低,返修中
D001070,2026-03-07,L004,M002,涂装,漆面流挂,2,低,返修中
D001071,2026-03-07,L004,M002,涂装,色差,3,中,已返修
D001072,2026-03-07,L004,M002,涂装,颗粒点,1,中,已返修
D001073,2026-03-07,L005,M006,总装,内饰装配偏差,3,低,已返修
D001074,2026-03-07,L005,M006,总装,线束松动,2,低,待确认
D001075,2026-03-07,L006,M005,焊装,焊点虚焊,1,低,已返修
D001076,2026-03-07,L006,M005,焊装,零件错位,1,中,已返修
D001077,2026-03-07,L007,M007,总装,内饰装配偏差,1,低,已返修
D001078,2026-03-07,L007,M007,总装,线束松动,1,高,返修中
D001079,2026-03-07,L008,M004,检测,电控报警,2,低,返修中
D001080,2026-03-07,L008,M006,检测,密封性异常,2,高,已返修
D001081,2026-03-08,L001,M002,总装,线束松动,2,低,待确认
D001082,2026-03-08,L001,M001,总装,线束松动,4,低,返修中
D001083,2026-03-08,L002,M003,焊装,焊点虚焊,2,中,已返修
D001084,2026-03-08,L002,M004,焊装,焊缝气孔,3,低,已返修
D001085,2026-03-08,L003,M003,总装,螺栓扭矩不足,4,低,已返修
D001086,2026-03-08,L003,M003,总装,内饰装配偏差,2,中,已返修
D001087,2026-03-08,L004,M002,涂装,颗粒点,1,高,已返修
D001088,2026-03-08,L004,M001,涂装,漆面流挂,2,中,待确认
D001089,2026-03-08,L005,M006,总装,螺栓扭矩不足,3,低,返修中
