actual_id,plan_id,production_date,line_id,model_id,shift,actual_quantity,working_hours,downtime_minutes,achievement_rate
A000394,P000394,2026-01-25,L005,M006,夜班,38,8,39,0.9268
A000395,P000395,2026-01-25,L006,M005,白班,38,8,17,1.0
A000396,P000396,2026-01-25,L006,M006,夜班,33,8,16,0.9429
A000397,P000397,2026-01-25,L007,M007,白班,33,8,18,0.9706
A000398,P000398,2026-01-25,L007,M007,夜班,33,8,26,0.9706
A000399,P000399,2026-01-25,L008,M008,白班,46,8,16,0.92
A000400,P000400,2026-01-25,L008,M003,夜班,49,8,1,0.9423
A000401,P000401,2026-01-26,L001,M002,白班,77,8,0,0.9872
A000402,P000402,2026-01-26,L001,M002,夜班,73,8,20,1.0
A000403,P000403,2026-01-26,L002,M004,白班,65,8,25,1.0
A000404,P000404,2026-01-26,L002,M003,夜班,66,8,0,0.9851
A000405,P000405,2026-01-26,L003,M004,白班,66,8,1,0.9429
A000406,P000406,2026-01-26,L003,M004,夜班,63,8,84,0.875
A000407,P000407,2026-01-26,L004,M001,白班,58,8,8,0.9831
A000408,P000408,2026-01-26,L004,M002,夜班,62,8,13,0.9254
A000409,P000409,2026-01-26,L005,M006,白班,52,8,0,0.963
A000410,P000410,2026-01-26,L005,M006,夜班,58,8,19,0.9667
A000411,P000411,2026-01-26,L006,M006,白班,45,8,33,0.9783
A000412,P000412,2026-01-26,L006,M006,夜班,48,8,10,1.0213
A000413,P000413,2026-01-26,L007,M008,白班,47,8,29,1.0
A000414,P000414,2026-01-26,L007,M008,夜班,49,8,19,1.0208
A000415,P000415,2026-01-26,L008,M001,白班,77,8,27,0.9872
A000416,P000416,2026-01-26,L008,M004,夜班,71,8,17,1.0
A000417,P000417,2026-01-27,L001,M002,白班,72,8,0,0.9351
A000418,P000418,2026-01-27,L001,M001,夜班,82,8,30,0.9213
A000419,P000419,2026-01-27,L002,M004,白班,61,8,17,0.9385
A000420,P000420,2026-01-27,L002,M004,夜班,75,8,15,1.0274
A000421,P000421,2026-01-27,L003,M003,白班,60,8,0,0.9524
A000422,P000422,2026-01-27,L003,M003,夜班,59,8,47,0.7867
A000423,P000423,2026-01-27,L004,M002,白班,65,8,24,0.9848
A000424,P000424,2026-01-27,L004,M001,夜班,60,8,11,0.9091
A000425,P000425,2026-01-27,L005,M005,白班,52,8,5,1.0196
A000426,P000426,2026-01-27,L005,M005,夜班,49,8,25,1.0208
A000427,P000427,2026-01-27,L006,M005,白班,49,8,20,0.98
A000428,P000428,2026-01-27,L006,M006,夜班,44,8,40,0.9167
A000429,P000429,2026-01-27,L007,M008,白班,47,8,13,1.0217
A000430,P000430,2026-01-27,L007,M008,夜班,48,8,31,0.9231
A000431,P000431,2026-01-27,L008,M004,白班,76,8,19,1.0
A000432,P000432,2026-01-27,L008,M002,夜班,61,8,6,0.9104
A000433,P000433,2026-01-28,L001,M002,白班,84,8,3,0.9767
A000434,P000434,2026-01-28,L001,M002,夜班,87,8,33,0.9355
A000435,P000435,2026-01-28,L002,M003,白班,75,8,0,0.9146
A000436,P000436,2026-01-28,L002,M004,夜班,63,8,24,0.9545
A000437,P000437,2026-01-28,L003,M004,白班,69,8,17,1.0
A000438,P000438,2026-01-28,L003,M003,夜班,59,8,68,0.8082
A000439,P000439,2026-01-28,L004,M001,白班,60,8,23,0.9677
A000440,P000440,2026-01-28,L004,M002,夜班,62,8,0,0.9688
A000441,P000441,2026-01-28,L005,M006,白班,43,8,18,0.9149
A000442,P000442,2026-01-28,L005,M006,夜班,53,8,25,0.9138
A000443,P000443,2026-01-28,L006,M006,白班,51,8,48,0.9808
A000444,P000444,2026-01-28,L006,M006,夜班,48,8,35,0.9412
A000445,P000445,2026-01-28,L007,M008,白班,42,8,8,0.913
A000446,P000446,2026-01-28,L007,M007,夜班,44,8,35,0.9565
A000447,P000447,2026-01-28,L008,M005,白班,69,8,15,0.9583
A000448,P000448,2026-01-28,L008,M002,夜班,68,8,21,0.9315
A000449,P000449,2026-01-29,L001,M001,白班,88,8,7,0.9888
A000450,P000450,2026-01-29,L001,M002,夜班,86,8,33,0.9247
A000451,P000451,2026-01-29,L002,M004,白班,66,8,9,0.9851
A000452,P000452,2026-01-29,L002,M004,夜班,67,8,9,0.9178
A000453,P000453,2026-01-29,L003,M004,白班,62,8,16,1.0164
A000454,P000454,2026-01-29,L003,M003,夜班,63,8,58,0.875
A000455,P000455,2026-01-29,L004,M001,白班,59,8,19,0.9833
A000456,P000456,2026-01-29,L004,M001,夜班,62,8,3,0.9394
A000457,P000457,2026-01-29,L005,M006,白班,48,8,24,0.9412
A000458,P000458,2026-01-29,L005,M006,夜班,60,8,27,1.0
A000459,P000459,2026-01-29,L006,M005,白班,53,8,15,1.0
A000460,P000460,2026-01-29,L006,M005,夜班,42,8,16,0.913
A000461,P000461,2026-01-29,L007,M008,白班,43,8,19,1.0
A000462,P000462,2026-01-29,L007,M008,夜班,40,8,14,0.9091
A000463,P000463,2026-01-29,L008,M007,白班,82,8,21,1.025
A000464,P000464,2026-01-29,L008,M006,夜班,75,8,16,0.9868
A000465,P000465,2026-01-30,L001,M001,白班,90,8,5,1.0227
A000466,P000466,2026-01-30,L001,M001,夜班,85,8,20,0.9551
A000467,P000467,2026-01-30,L002,M004,白班,73,8,14,0.9733
A000468,P000468,2026-01-30,L002,M004,夜班,70,8,35,0.9589
A000469,P000469,2026-01-30,L003,M003,白班,59,8,17,0.9516
A000470,P000470,2026-01-30,L003,M003,夜班,52,8,50,0.8
A000471,P000471,2026-01-30,L004,M001,白班,69,8,18,1.0299
A000472,P000472,2026-01-30,L004,M001,夜班,61,8,17,0.9104
A000473,P000473,2026-01-30,L005,M005,白班,55,8,11,1.0
A000474,P000474,2026-01-30,L005,M006,夜班,53,8,30,0.9138
A000475,P000475,2026-01-30,L006,M006,白班,47,8,10,1.0
A000476,P000476,2026-01-30,L006,M005,夜班,54,8,15,1.0189
A000477,P000477,2026-01-30,L007,M007,白班,48,8,33,1.0213
A000478,P000478,2026-01-30,L007,M008,夜班,44,8,19,1.0
A000479,P000479,2026-01-30,L008,M005,白班,67,8,12,0.9178
A000480,P000480,2026-01-30,L008,M005,夜班,66,8,25,0.9851
A000481,P000481,2026-01-31,L001,M002,白班,73,8,19,0.9125
A000482,P000482,2026-01-31,L001,M001,夜班,75,8,17,0.974
A000483,P000483,2026-01-31,L002,M003,白班,64,8,24,0.9412
A000484,P000484,2026-01-31,L002,M004,夜班,68,8,27,0.9315
A000485,P000485,2026-01-31,L003,M004,白班,52,8,17,0.9123
A000486,P000486,2026-01-31,L003,M004,夜班,56,8,40,0.918
A000487,P000487,2026-01-31,L004,M001,白班,55,8,24,0.9483
A000488,P000488,2026-01-31,L004,M002,夜班,50,8,38,0.9434
A000489,P000489,2026-01-31,L005,M005,白班,43,8,12,0.9149
A000490,P000490,2026-01-31,L005,M006,夜班,48,8,31,0.9231
A000491,P000491,2026-01-31,L006,M005,白班,43,8,6,0.9556
A000492,P000492,2026-01-31,L006,M006,夜班,41,8,32,0.9535
A000493,P000493,2026-01-31,L007,M007,白班,36,8,42,0.9474
A000494,P000494,2026-01-31,L007,M007,夜班,43,8,21,0.9556
A000495,P000495,2026-01-31,L008,M007,白班,61,8,28,1.0167
A000496,P000496,2026-01-31,L008,M006,夜班,71,8,5,1.029
A000497,P000497,2026-02-01,L001,M001,白班,59,8,18,0.9516
A000498,P000498,2026-02-01,L001,M001,夜班,51,8,13,0.9273
A000499,P000499,2026-02-01,L002,M003,白班,48,8,16,1.0
A000500,P000500,2026-02-01,L002,M004,夜班,43,8,44,0.9556
A000501,P000501,2026-02-01,L003,M003,白班,47,8,24,0.94
A000502,P000502,2026-02-01,L003,M003,夜班,42,8,54,0.84
A000503,P000503,2026-02-01,L004,M002,白班,44,8,31,0.9565
A000504,P000504,2026-02-01,L004,M002,夜班,42,8,0,0.9767
A000505,P000505,2026-02-01,L005,M005,白班,34,8,28,0.9189
A000506,P000506,2026-02-01,L005,M005,夜班,36,8,22,0.973
A000507,P000507,2026-02-01,L006,M006,白班,35,8,11,0.9722
A000508,P000508,2026-02-01,L006,M006,夜班,29,8,21,0.9062
A000509,P000509,2026-02-01,L007,M008,白班,34,8,22,0.9444
A000510,P000510,2026-02-01,L007,M007,夜班,34,8,38,0.9714
A000511,P000511,2026-02-01,L008,M001,白班,43,8,12,0.9556
A000512,P000512,2026-02-01,L008,M002,夜班,50,8,26,0.9804
A000513,P000513,2026-02-02,L001,M001,白班,84,8,46,1.012
A000514,P000514,2026-02-02,L001,M001,夜班,85,8,0,0.9884
A000515,P000515,2026-02-02,L002,M003,白班,70,8,25,1.0145
A000516,P000516,2026-02-02,L002,M003,夜班,66,8,58,0.9429
A000517,P000517,2026-02-02,L003,M004,白班,60,8,14,0.9231
A000518,P000518,2026-02-02,L003,M004,夜班,66,8,47,0.8919
A000519,P000519,2026-02-02,L004,M002,白班,59,8,28,0.9516
A000520,P000520,2026-02-02,L004,M002,夜班,56,8,11,0.9333
A000521,P000521,2026-02-02,L005,M005,白班,54,8,42,0.931
A000522,P000522,2026-02-02,L005,M006,夜班,57,8,20,1.0
A000523,P000523,2026-02-02,L006,M006,白班,53,8,14,0.9138
A000524,P000524,2026-02-02,L006,M005,夜班,52,8,21,0.963
A000525,P000525,2026-02-02,L007,M007,白班,48,8,23,1.0
A000526,P000526,2026-02-02,L007,M008,夜班,41,8,22,0.9535
A000527,P000527,2026-02-02,L008,M007,白班,72,8,7,1.0
A000528,P000528,2026-02-02,L008,M007,夜班,67,8,27,0.9306
A000529,P000529,2026-02-03,L001,M002,白班,81,8,27,0.9419
A000530,P000530,2026-02-03,L001,M001,夜班,74,8,33,0.9136
A000531,P000531,2026-02-03,L002,M004,白班,71,8,39,0.9221
A000532,P000532,2026-02-03,L002,M004,夜班,80,8,28,0.9756
A000533,P000533,2026-02-03,L003,M003,白班,67,8,24,0.9571
A000534,P000534,2026-02-03,L003,M003,夜班,65,8,80,0.8904
A000535,P000535,2026-02-03,L004,M002,白班,54,8,24,0.931
A000536,P000536,2026-02-03,L004,M002,夜班,65,8,24,0.9701
A000537,P000537,2026-02-03,L005,M006,白班,45,8,28,0.9184
A000538,P000538,2026-02-03,L005,M005,夜班,61,8,18,1.0167
A000539,P000539,2026-02-03,L006,M006,白班,52,8,0,0.9286
A000540,P000540,2026-02-03,L006,M005,夜班,45,8,37,0.9184
A000541,P000541,2026-02-03,L007,M008,白班,46,8,3,0.9388
A000542,P000542,2026-02-03,L007,M007,夜班,43,8,38,0.9556
A000543,P000543,2026-02-03,L008,M006,白班,75,8,6,0.9146
A000544,P000544,2026-02-03,L008,M008,夜班,68,8,19,1.0
A000545,P000545,2026-02-04,L001,M001,白班,71,8,37,0.9103
A000546,P000546,2026-02-04,L001,M001,夜班,68,8,18,0.9189
A000547,P000547,2026-02-04,L002,M004,白班,81,8,16,1.0
A000548,P000548,2026-02-04,L002,M004,夜班,63,8,0,0.913
A000549,P000549,2026-02-04,L003,M004,白班,66,8,34,0.9565
A000550,P000550,2026-02-04,L003,M003,夜班,53,8,79,0.8413
A000551,P000551,2026-02-04,L004,M001,白班,62,8,23,0.9394
A000552,P000552,2026-02-04,L004,M002,夜班,64,8,27,0.9846
A000553,P000553,2026-02-04,L005,M006,白班,45,8,21,0.9184
A000554,P000554,2026-02-04,L005,M005,夜班,49,8,0,1.0208
A000555,P000555,2026-02-04,L006,M005,白班,54,8,16,1.0
A000556,P000556,2026-02-04,L006,M005,夜班,57,8,36,1.0
A000557,P000557,2026-02-04,L007,M008,白班,45,8,20,0.9375
A000558,P000558,2026-02-04,L007,M008,夜班,49,8,0,0.98
A000559,P000559,2026-02-04,L008,M005,白班,64,8,20,0.9846
A000560,P000560,2026-02-04,L008,M003,夜班,62,8,12,0.9254
A000561,P000561,2026-02-05,L001,M001,白班,79,8,11,0.9294
A000562,P000562,2026-02-05,L001,M001,夜班,70,8,24,0.9211
A000563,P000563,2026-02-05,L002,M003,白班,69,8,11,0.9452
A000564,P000564,2026-02-05,L002,M003,夜班,71,8,30,0.9221
A000565,P000565,2026-02-05,L003,M003,白班,61,8,42,0.9839
A000566,P000566,2026-02-05,L003,M003,夜班,56,8,37,0.7887
A000567,P000567,2026-02-05,L004,M001,白班,56,8,3,0.9492
A000568,P000568,2026-02-05,L004,M002,夜班,60,8,26,0.9677
A000569,P000569,2026-02-05,L005,M005,白班,48,8,22,0.9057
A000570,P000570,2026-02-05,L005,M006,夜班,53,8,0,0.9815
A000571,P000571,2026-02-05,L006,M006,白班,50,8,0,0.9615
A000572,P000572,2026-02-05,L006,M005,夜班,56,8,25,1.0182
A000573,P000573,2026-02-05,L007,M007,白班,42,8,27,0.9333
A000574,P000574,2026-02-05,L007,M007,夜班,41,8,16,0.9318
A000575,P000575,2026-02-05,L008,M003,白班,79,8,22,1.0128
A000576,P000576,2026-02-05,L008,M001,夜班,71,8,34,0.9221
A000577,P000577,2026-02-06,L001,M001,白班,85,8,5,1.0
A000578,P000578,2026-02-06,L001,M001,夜班,74,8,10,0.9487
A000579,P000579,2026-02-06,L002,M003,白班,69,8,19,0.9583
A000580,P000580,2026-02-06,L002,M003,夜班,67,8,24,1.0152
A000581,P000581,2026-02-06,L003,M004,白班,60,8,9,0.9677
A000582,P000582,2026-02-06,L003,M003,夜班,58,8,51,0.8529
A000583,P000583,2026-02-06,L004,M002,白班,66,8,30,1.0
A000584,P000584,2026-02-06,L004,M001,夜班,67,8,12,0.9437
A000585,P000585,2026-02-06,L005,M005,白班,48,8,22,1.0
A000586,P000586,2026-02-06,L005,M006,夜班,54,8,29,1.0189
A000587,P000587,2026-02-06,L006,M005,白班,49,8,26,0.9074
A000588,P000588,2026-02-06,L006,M006,夜班,54,8,23,1.0385
A000589,P000589,2026-02-06,L007,M008,白班,47,8,0,0.9792
A000590,P000590,2026-02-06,L007,M008,夜班,47,8,5,0.9792
A000591,P000591,2026-02-06,L008,M007,白班,64,8,22,0.9275
A000592,P000592,2026-02-06,L008,M003,夜班,69,8,31,1.0
A000593,P000593,2026-02-07,L001,M002,白班,65,8,38,0.9155
A000594,P000594,2026-02-07,L001,M001,夜班,81,8,0,0.9878
A000595,P000595,2026-02-07,L002,M003,白班,64,8,11,0.9275
A000596,P000596,2026-02-07,L002,M003,夜班,72,8,40,0.973
A000597,P000597,2026-02-07,L003,M003,白班,57,8,18,0.9344
A000598,P000598,2026-02-07,L003,M003,夜班,53,8,52,0.9298
A000599,P000599,2026-02-07,L004,M001,白班,53,8,4,1.0192
A000600,P000600,2026-02-07,L004,M001,夜班,52,8,17,0.9811
A000601,P000601,2026-02-07,L005,M006,白班,41,8,10,0.9535
A000602,P000602,2026-02-07,L005,M005,夜班,47,8,20,0.9792
A000603,P000603,2026-02-07,L006,M006,白班,49,8,26,1.0208
A000604,P000604,2026-02-07,L006,M005,夜班,45,8,21,0.9574
A000605,P000605,2026-02-07,L007,M008,白班,38,8,5,0.9744
A000606,P000606,2026-02-07,L007,M008,夜班,42,8,9,0.9767
A000607,P000607,2026-02-07,L008,M003,白班,61,8,15,0.9242
A000608,P000608,2026-02-07,L008,M005,夜班,61,8,14,0.9839
A000609,P000609,2026-02-08,L001,M002,白班,65,8,32,1.0156
A000610,P000610,2026-02-08,L001,M002,夜班,61,8,22,0.9839
A000611,P000611,2026-02-08,L002,M004,白班,52,8,35,0.963
A000612,P000612,2026-02-08,L002,M004,夜班,53,8,17,1.0192
A000613,P000613,2026-02-08,L003,M003,白班,53,8,26,1.0
A000614,P000614,2026-02-08,L003,M004,夜班,40,8,43,0.8163
A000615,P000615,2026-02-08,L004,M002,白班,45,8,5,0.9184
A000616,P000616,2026-02-08,L004,M001,夜班,46,8,10,1.0222
A000617,P000617,2026-02-08,L005,M005,白班,42,8,35,1.0244
A000618,P000618,2026-02-08,L005,M005,夜班,43,8,17,1.0238
A000619,P000619,2026-02-08,L006,M005,白班,34,8,9,1.0303
A000620,P000620,2026-02-08,L006,M005,夜班,35,8,19,1.0
A000621,P000621,2026-02-08,L007,M008,白班,31,8,22,1.0
A000622,P000622,2026-02-08,L007,M008,夜班,30,8,32,0.9375
A000623,P000623,2026-02-08,L008,M004,白班,52,8,13,1.0
A000624,P000624,2026-02-08,L008,M006,夜班,50,8,32,0.9434
A000625,P000625,2026-02-09,L001,M001,白班,78,8,17,1.0
A000626,P000626,2026-02-09,L001,M002,夜班,91,8,46,1.0
A000627,P000627,2026-02-09,L002,M004,白班,66,8,0,0.9296
A000628,P000628,2026-02-09,L002,M003,夜班,65,8,34,0.942
A000629,P000629,2026-02-09,L003,M003,白班,74,8,33,1.0278
A000630,P000630,2026-02-09,L003,M004,夜班,57,8,43,0.8143
A000631,P000631,2026-02-09,L004,M001,白班,54,8,0,0.9474
A000632,P000632,2026-02-09,L004,M001,夜班,67,8,15,1.0152
A000633,P000633,2026-02-09,L005,M006,白班,53,8,30,0.9636
A000634,P000634,2026-02-09,L005,M005,夜班,47,8,0,0.9792
A000635,P000635,2026-02-09,L006,M006,白班,50,8,11,0.9615
A000636,P000636,2026-02-09,L006,M005,夜班,45,8,21,0.9783
A000637,P000637,2026-02-09,L007,M008,白班,48,8,29,0.9231
A000638,P000638,2026-02-09,L007,M007,夜班,51,8,6,1.0
A000639,P000639,2026-02-09,L008,M008,白班,68,8,23,1.0
A000640,P000640,2026-02-09,L008,M006,夜班,73,8,27,0.9865
A000641,P000641,2026-02-10,L001,M001,白班,87,8,26,1.0
A000642,P000642,2026-02-10,L001,M001,夜班,75,8,18,0.9494
A000643,P000643,2026-02-10,L002,M003,白班,68,8,18,0.9577
A000644,P000644,2026-02-10,L002,M004,夜班,60,8,28,0.9231
A000645,P000645,2026-02-10,L003,M003,白班,63,8,9,0.9692
A000646,P000646,2026-02-10,L003,M004,夜班,57,8,45,0.8906
A000647,P000647,2026-02-10,L004,M002,白班,57,8,11,0.95
A000648,P000648,2026-02-10,L004,M001,夜班,56,8,13,0.9655
A000649,P000649,2026-02-10,L005,M005,白班,50,8,3,1.0204
A000650,P000650,2026-02-10,L005,M006,夜班,53,8,0,1.0
A000651,P000651,2026-02-10,L006,M005,白班,55,8,33,1.0
A000652,P000652,2026-02-10,L006,M006,夜班,50,8,13,0.9804
A000653,P000653,2026-02-10,L007,M007,白班,44,8,9,1.0
A000654,P000654,2026-02-10,L007,M007,夜班,43,8,25,0.9149
A000655,P000655,2026-02-10,L008,M003,白班,75,8,9,1.0135
A000656,P000656,2026-02-10,L008,M006,夜班,64,8,40,0.9143
A000657,P000657,2026-02-11,L001,M002,白班,73,8,16,0.9865
A000658,P000658,2026-02-11,L001,M001,夜班,78,8,22,0.9398
A000659,P000659,2026-02-11,L002,M003,白班,72,8,10,1.0286
A000660,P000660,2026-02-11,L002,M003,夜班,66,8,41,0.9706
A000661,P000661,2026-02-11,L003,M003,白班,69,8,10,0.92
A000662,P000662,2026-02-11,L003,M003,夜班,59,8,54,0.8676
A000663,P000663,2026-02-11,L004,M002,白班,62,8,13,0.9118
A000664,P000664,2026-02-11,L004,M002,夜班,65,8,39,0.9701
A000665,P000665,2026-02-11,L005,M006,白班,53,8,8,0.9464
A000666,P000666,2026-02-11,L005,M006,夜班,46,8,22,0.92
A000667,P000667,2026-02-11,L006,M006,白班,49,8,13,0.9423
A000668,P000668,2026-02-11,L006,M005,夜班,47,8,9,1.0
A000669,P000669,2026-02-11,L007,M008,白班,41,8,1,0.9762
A000670,P000670,2026-02-11,L007,M008,夜班,45,8,27,0.9574
A000671,P000671,2026-02-11,L008,M004,白班,76,8,10,1.0133
A000672,P000672,2026-02-11,L008,M004,夜班,82,8,2,1.025
A000673,P000673,2026-02-12,L001,M002,白班,88,8,14,1.0233
A000674,P000674,2026-02-12,L001,M002,夜班,80,8,15,0.9756
A000675,P000675,2026-02-12,L002,M004,白班,74,8,38,0.925
A000676,P000676,2026-02-12,L002,M004,夜班,72,8,14,0.9474
A000677,P000677,2026-02-12,L003,M003,白班,62,8,0,0.9688
A000678,P000678,2026-02-12,L003,M004,夜班,59,8,52,0.8429
A000679,P000679,2026-02-12,L004,M001,白班,59,8,7,0.9077
A000680,P000680,2026-02-12,L004,M001,夜班,54,8,12,0.9474
A000681,P000681,2026-02-12,L005,M006,白班,52,8,17,1.0
A000682,P000682,2026-02-12,L005,M005,夜班,56,8,37,0.9825
A000683,P000683,2026-02-12,L006,M005,白班,54,8,30,0.9643
A000684,P000684,2026-02-12,L006,M005,夜班,49,8,21,0.9423
A000685,P000685,2026-02-12,L007,M007,白班,46,8,8,0.92
A000686,P000686,2026-02-12,L007,M008,夜班,51,8,16,0.9808
A000687,P000687,2026-02-12,L008,M002,白班,68,8,5,0.9577
A000688,P000688,2026-02-12,L008,M008,夜班,78,8,56,1.0
A000689,P000689,2026-02-13,L001,M001,白班,77,8,22,1.0
A000690,P000690,2026-02-13,L001,M002,夜班,82,8,37,1.025
A000691,P000691,2026-02-13,L002,M004,白班,73,8,14,1.0139
A000692,P000692,2026-02-13,L002,M003,夜班,69,8,0,0.9718
A000693,P000693,2026-02-13,L003,M003,白班,72,8,21,1.0
A000694,P000694,2026-02-13,L003,M004,夜班,66,8,55,0.88
A000695,P000695,2026-02-13,L004,M002,白班,70,8,30,1.0
A000696,P000696,2026-02-13,L004,M002,夜班,64,8,22,1.0159
A000697,P000697,2026-02-13,L005,M006,白班,59,8,5,0.9833
A000698,P000698,2026-02-13,L005,M005,夜班,45,8,30,0.9375
A000699,P000699,2026-02-13,L006,M005,白班,53,8,11,1.0192
A000700,P000700,2026-02-13,L006,M005,夜班,49,8,19,1.0208
A000701,P000701,2026-02-13,L007,M008,白班,43,8,29,0.9348
A000702,P000702,2026-02-13,L007,M007,夜班,47,8,18,1.0217
A000703,P000703,2026-02-13,L008,M005,白班,63,8,25,0.9545
A000704,P000704,2026-02-13,L008,M002,夜班,76,8,0,0.9268
A000705,P000705,2026-02-14,L001,M001,白班,75,8,43,0.9259
A000706,P000706,2026-02-14,L001,M001,夜班,77,8,31,0.9872
A000707,P000707,2026-02-14,L002,M004,白班,56,8,25,0.9492
A000708,P000708,2026-02-14,L002,M004,夜班,63,8,8,1.0
A000709,P000709,2026-02-14,L003,M004,白班,61,8,11,0.9839
A000710,P000710,2026-02-14,L003,M003,夜班,46,8,41,0.8364
A000711,P000711,2026-02-14,L004,M001,白班,52,8,25,1.0196
A000712,P000712,2026-02-14,L004,M002,夜班,51,8,21,0.9623
A000713,P000713,2026-02-14,L005,M006,白班,45,8,18,1.0
A000714,P000714,2026-02-14,L005,M005,夜班,45,8,35,0.9375
A000715,P000715,2026-02-14,L006,M005,白班,39,8,36,0.9512
A000716,P000716,2026-02-14,L006,M006,夜班,47,8,30,0.9592
A000717,P000717,2026-02-14,L007,M008,白班,42,8,36,0.9545
A000718,P000718,2026-02-14,L007,M007,夜班,42,8,20,0.9767
A000719,P000719,2026-02-14,L008,M007,白班,64,8,31,1.0323
A000720,P000720,2026-02-14,L008,M008,夜班,66,8,24,0.9565
A000721,P000721,2026-02-15,L001,M001,白班,65,8,25,1.0
A000722,P000722,2026-02-15,L001,M001,夜班,57,8,37,0.9661
A000723,P000723,2026-02-15,L002,M003,白班,47,8,4,1.0
A000724,P000724,2026-02-15,L002,M003,夜班,57,8,15,1.0179
A000725,P000725,2026-02-15,L003,M003,白班,48,8,9,1.0
A000726,P000726,2026-02-15,L003,M003,夜班,49,8,57,0.9074
A000727,P000727,2026-02-15,L004,M002,白班,47,8,29,0.94
A000728,P000728,2026-02-15,L004,M002,夜班,46,8,12,1.0222
A000729,P000729,2026-02-15,L005,M006,白班,32,8,21,0.9412
A000730,P000730,2026-02-15,L005,M006,夜班,34,8,24,0.9444
A000731,P000731,2026-02-15,L006,M006,白班,37,8,33,1.0
A000732,P000732,2026-02-15,L006,M006,夜班,33,8,25,0.9706
A000733,P000733,2026-02-15,L007,M008,白班,33,8,15,1.0
A000734,P000734,2026-02-15,L007,M007,夜班,34,8,8,0.9444
A000735,P000735,2026-02-15,L008,M001,白班,50,8,22,0.9615
A000736,P000736,2026-02-15,L008,M008,夜班,45,8,26,0.9184
A000737,P000737,2026-02-16,L001,M001,白班,74,8,23,1.0
A000738,P000738,2026-02-16,L001,M002,夜班,88,8,16,0.967
A000739,P000739,2026-02-16,L002,M003,白班,69,8,32,1.0147
A000740,P000740,2026-02-16,L002,M004,夜班,76,8,30,1.0133
A000741,P000741,2026-02-16,L003,M004,白班,78,8,11,1.0263
A000742,P000742,2026-02-16,L003,M004,夜班,64,8,52,0.8649
A000743,P000743,2026-02-16,L004,M002,白班,65,8,15,0.942
A000744,P000744,2026-02-16,L004,M001,夜班,58,8,29,0.9667
A000745,P000745,2026-02-16,L005,M005,白班,51,8,22,0.9808
A000746,P000746,2026-02-16,L005,M006,夜班,46,8,10,0.92
A000747,P000747,2026-02-16,L006,M005,白班,44,8,27,0.9362
A000748,P000748,2026-02-16,L006,M006,夜班,50,8,22,1.0204
A000749,P000749,2026-02-16,L007,M007,白班,44,8,24,0.9565
A000750,P000750,2026-02-16,L007,M008,夜班,49,8,17,0.9608
A000751,P000751,2026-02-16,L008,M006,白班,69,8,27,0.9324
A000752,P000752,2026-02-16,L008,M001,夜班,69,8,22,0.9857
A000753,P000753,2026-02-17,L001,M002,白班,71,8,30,0.9103
A000754,P000754,2026-02-17,L001,M001,夜班,92,8,9,1.011
A000755,P000755,2026-02-17,L002,M004,白班,78,8,16,0.9512
A000756,P000756,2026-02-17,L002,M003,夜班,81,8,7,1.0
A000757,P000757,2026-02-17,L003,M004,白班,60,8,14,0.9524
A000758,P000758,2026-02-17,L003,M003,夜班,57,8,38,0.9048
A000759,P000759,2026-02-17,L004,M002,白班,55,8,37,0.9649
A000760,P000760,2026-02-17,L004,M002,夜班,56,8,6,1.0
A000761,P000761,2026-02-17,L005,M006,白班,51,8,11,0.9444
A000762,P000762,2026-02-17,L005,M006,夜班,51,8,35,1.0
A000763,P000763,2026-02-17,L006,M006,白班,54,8,26,1.0
A000764,P000764,2026-02-17,L006,M005,夜班,46,8,14,1.0
A000765,P000765,2026-02-17,L007,M008,白班,41,8,31,0.9762
A000766,P000766,2026-02-17,L007,M007,夜班,41,8,12,1.0
A000767,P000767,2026-02-17,L008,M003,白班,79,8,25,1.0128
A000768,P000768,2026-02-17,L008,M005,夜班,76,8,22,0.987
A000769,P000769,2026-02-18,L001,M002,白班,76,8,32,0.9383
A000770,P000770,2026-02-18,L001,M002,夜班,90,8,32,0.989
A000771,P000771,2026-02-18,L002,M003,白班,73,8,11,0.9733
A000772,P000772,2026-02-18,L002,M003,夜班,76,8,29,0.987
A000773,P000773,2026-02-18,L003,M003,白班,60,8,0,0.9677
A000774,P000774,2026-02-18,L003,M004,夜班,61,8,54,0.8971
A000775,P000775,2026-02-18,L004,M001,白班,64,8,3,0.9697
A000776,P000776,2026-02-18,L004,M001,夜班,62,8,27,1.0
A000777,P000777,2026-02-18,L005,M005,白班,48,8,24,1.0
A000778,P000778,2026-02-18,L005,M005,夜班,49,8,1,1.0
A000779,P000779,2026-02-18,L006,M006,白班,52,8,14,0.9455
A000780,P000780,2026-02-18,L006,M006,夜班,50,8,34,1.0204
A000781,P000781,2026-02-18,L007,M007,白班,45,8,16,0.9375
A000782,P000782,2026-02-18,L007,M007,夜班,48,8,0,0.9796
A000783,P000783,2026-02-18,L008,M008,白班,68,8,26,0.9714
A000784,P000784,2026-02-18,L008,M007,夜班,83,8,13,1.0247
A000785,P000785,2026-02-19,L001,M001,白班,86,8,20,1.0238
A000786,P000786,2026-02-19,L001,M001,夜班,80,8,45,0.9302
A000787,P000787,2026-02-19,L002,M004,白班,72,8,8,1.0286
A000788,P000788,2026-02-19,L002,M004,夜班,80,8,9,1.0256
