energy_id,usage_date,workshop,line_id,model_id,shift,electricity_kwh,water_ton,gas_m3,energy_per_vehicle
E000758,2026-02-17,总装车间,L003,M003,夜班,7931.6,11.7,69.1,139.15
E000759,2026-02-17,涂装车间,L004,M002,白班,7536.5,16.1,47.0,137.03
E000760,2026-02-17,涂装车间,L004,M002,夜班,7490.1,11.5,46.7,133.75
E000761,2026-02-17,总装车间,L005,M006,白班,12718.2,13.3,31.0,249.38
E000762,2026-02-17,总装车间,L005,M006,夜班,14848.3,11.3,31.4,291.14
E000763,2026-02-17,焊装车间,L006,M006,白班,13797.1,17.4,27.0,255.5
E000764,2026-02-17,焊装车间,L006,M005,夜班,10240.5,13.7,68.3,222.62
E000765,2026-02-17,总装车间,L007,M008,白班,9655.9,8.5,32.7,235.51
E000766,2026-02-17,总装车间,L007,M007,夜班,8518.5,7.9,58.0,207.77
E000767,2026-02-17,检测车间,L008,M003,白班,9694.0,14.5,86.2,122.71
E000768,2026-02-17,检测车间,L008,M005,夜班,15459.3,16.7,75.0,203.41
E000769,2026-02-18,总装车间,L001,M002,白班,8365.0,20.4,65.9,110.07
E000770,2026-02-18,总装车间,L001,M002,夜班,9861.1,25.7,56.4,109.57
E000771,2026-02-18,焊装车间,L002,M003,白班,10307.5,19.1,102.7,141.2
E000772,2026-02-18,焊装车间,L002,M003,夜班,11508.7,20.4,117.0,151.43
E000773,2026-02-18,总装车间,L003,M003,白班,8277.4,14.3,81.1,137.96
E000774,2026-02-18,总装车间,L003,M004,夜班,9810.5,17.0,32.8,160.83
E000775,2026-02-18,涂装车间,L004,M001,白班,6709.4,15.8,79.5,104.83
E000776,2026-02-18,涂装车间,L004,M001,夜班,7020.9,19.1,80.6,113.24
E000777,2026-02-18,总装车间,L005,M005,白班,11355.3,9.5,74.0,236.57
E000778,2026-02-18,总装车间,L005,M005,夜班,11936.2,12.6,55.5,243.6
E000779,2026-02-18,焊装车间,L006,M006,白班,15081.5,16.6,40.6,290.03
E000780,2026-02-18,焊装车间,L006,M006,夜班,13437.0,13.3,43.5,268.74
E000781,2026-02-18,总装车间,L007,M007,白班,8192.1,13.5,45.2,182.05
E000782,2026-02-18,总装车间,L007,M007,夜班,9555.1,9.9,71.5,199.06
E000783,2026-02-18,检测车间,L008,M008,白班,12670.7,20.5,34.4,186.33
E000784,2026-02-18,检测车间,L008,M007,夜班,14432.0,14.5,98.5,173.88
E000785,2026-02-19,总装车间,L001,M001,白班,8483.2,23.2,131.9,98.64
E000786,2026-02-19,总装车间,L001,M001,夜班,8020.0,24.6,123.4,100.25
E000787,2026-02-19,焊装车间,L002,M004,白班,11736.2,22.1,38.1,163.0
E000788,2026-02-19,焊装车间,L002,M004,夜班,13203.8,25.6,57.9,165.05
E000789,2026-02-19,总装车间,L003,M004,白班,9959.8,22.0,52.5,144.34
E000790,2026-02-19,总装车间,L003,M004,夜班,9637.1,17.7,35.2,172.09
E000791,2026-02-19,涂装车间,L004,M001,白班,6732.9,20.0,87.9,103.58
E000792,2026-02-19,涂装车间,L004,M001,夜班,7599.2,20.0,102.3,108.56
E000793,2026-02-19,总装车间,L005,M006,白班,14588.0,17.4,47.5,243.13
E000794,2026-02-19,总装车间,L005,M006,夜班,15407.5,15.8,43.3,265.65
E000795,2026-02-19,焊装车间,L006,M006,白班,13082.8,13.0,35.9,284.41
E000796,2026-02-19,焊装车间,L006,M005,夜班,12038.6,11.4,67.0,250.8
E000797,2026-02-19,总装车间,L007,M007,白班,8115.1,8.7,58.4,208.08
E000798,2026-02-19,总装车间,L007,M008,夜班,10887.1,13.2,26.0,226.81
E000799,2026-02-19,检测车间,L008,M003,白班,9917.3,14.9,86.1,132.23
E000800,2026-02-19,检测车间,L008,M001,夜班,6770.7,21.8,106.3,91.5
E000801,2026-02-20,总装车间,L001,M002,白班,9022.5,23.7,47.2,117.18
E000802,2026-02-20,总装车间,L001,M002,夜班,9925.5,27.1,75.2,115.41
E000803,2026-02-20,焊装车间,L002,M003,白班,10789.8,17.1,70.0,138.33
E000804,2026-02-20,焊装车间,L002,M004,夜班,11491.4,19.7,49.2,168.99
E000805,2026-02-20,总装车间,L003,M003,白班,7918.8,17.2,70.9,123.73
E000806,2026-02-20,总装车间,L003,M004,夜班,10777.6,14.9,50.7,163.3
E000807,2026-02-20,涂装车间,L004,M002,白班,7092.1,21.7,41.6,114.39
E000808,2026-02-20,涂装车间,L004,M001,夜班,7468.8,13.8,57.6,118.55
E000809,2026-02-20,总装车间,L005,M005,白班,13203.4,18.7,66.9,231.64
E000810,2026-02-20,总装车间,L005,M006,夜班,15495.9,18.3,28.6,267.17
E000811,2026-02-20,焊装车间,L006,M006,白班,13231.3,13.5,31.4,270.03
E000812,2026-02-20,焊装车间,L006,M005,夜班,14810.0,12.6,72.9,255.34
E000813,2026-02-20,总装车间,L007,M008,白班,9626.9,11.1,21.4,223.88
E000814,2026-02-20,总装车间,L007,M008,夜班,11900.0,16.3,41.8,238.0
E000815,2026-02-20,检测车间,L008,M002,白班,7451.5,22.4,50.3,100.7
E000816,2026-02-20,检测车间,L008,M008,夜班,14673.5,16.7,53.0,203.8
E000817,2026-02-21,总装车间,L001,M001,白班,7130.0,15.2,107.0,96.35
E000818,2026-02-21,总装车间,L001,M002,夜班,7779.5,11.9,34.2,121.55
E000819,2026-02-21,焊装车间,L002,M004,白班,9757.2,14.5,43.4,168.23
E000820,2026-02-21,焊装车间,L002,M004,夜班,9938.6,17.8,49.5,150.58
E000821,2026-02-21,总装车间,L003,M004,白班,10584.1,17.5,38.5,160.37
E000822,2026-02-21,总装车间,L003,M003,夜班,9501.9,19.2,94.8,148.47
E000823,2026-02-21,涂装车间,L004,M001,白班,6095.8,16.6,49.6,117.23
E000824,2026-02-21,涂装车间,L004,M001,夜班,6659.3,22.0,79.5,107.41
E000825,2026-02-21,总装车间,L005,M005,白班,9686.1,14.5,42.3,215.25
E000826,2026-02-21,总装车间,L005,M005,夜班,10926.3,14.2,70.1,218.53
E000827,2026-02-21,焊装车间,L006,M005,白班,10131.3,10.1,39.6,247.1
E000828,2026-02-21,焊装车间,L006,M005,夜班,11555.7,10.8,62.9,245.87
E000829,2026-02-21,总装车间,L007,M007,白班,8367.8,9.5,43.3,204.09
E000830,2026-02-21,总装车间,L007,M008,夜班,8597.9,9.5,27.4,220.46
E000831,2026-02-21,检测车间,L008,M005,白班,14554.6,18.8,100.7,214.04
E000832,2026-02-21,检测车间,L008,M007,夜班,11165.0,11.5,68.0,189.24
E000833,2026-02-22,总装车间,L001,M002,白班,6222.7,18.2,36.2,107.29
E000834,2026-02-22,总装车间,L001,M002,夜班,6461.9,15.9,33.6,117.49
E000835,2026-02-22,焊装车间,L002,M004,白班,6683.8,14.0,30.8,159.14
E000836,2026-02-22,焊装车间,L002,M003,夜班,6521.1,8.5,58.9,148.21
E000837,2026-02-22,总装车间,L003,M004,白班,7387.5,13.1,24.3,160.6
E000838,2026-02-22,总装车间,L003,M003,夜班,6060.1,7.5,38.3,151.5
E000839,2026-02-22,涂装车间,L004,M001,白班,4812.5,10.2,39.8,111.92
E000840,2026-02-22,涂装车间,L004,M001,夜班,4188.1,8.5,37.3,116.34
E000841,2026-02-22,总装车间,L005,M006,白班,11453.2,7.7,23.8,279.35
E000842,2026-02-22,总装车间,L005,M006,夜班,10369.7,7.7,23.4,288.05
E000843,2026-02-22,焊装车间,L006,M005,白班,7616.3,8.0,31.2,224.01
E000844,2026-02-22,焊装车间,L006,M005,夜班,7817.1,10.6,38.9,229.91
E000845,2026-02-22,总装车间,L007,M008,白班,6350.7,8.1,16.1,218.99
E000846,2026-02-22,总装车间,L007,M007,夜班,7408.2,8.0,33.4,205.78
E000847,2026-02-22,检测车间,L008,M008,白班,8316.1,13.2,29.1,189.0
E000848,2026-02-22,检测车间,L008,M004,夜班,6380.7,9.0,32.3,135.76
E000849,2026-02-23,总装车间,L001,M001,白班,9093.9,19.0,101.2,99.93
E000850,2026-02-23,总装车间,L001,M001,夜班,9186.0,29.9,119.0,96.69
E000851,2026-02-23,焊装车间,L002,M003,白班,8918.1,15.9,65.0,135.12
E000852,2026-02-23,焊装车间,L002,M003,夜班,9422.4,18.8,92.5,147.22
E000853,2026-02-23,总装车间,L003,M004,白班,9889.6,13.5,45.7,143.33
E000854,2026-02-23,总装车间,L003,M004,夜班,9784.0,13.2,30.7,163.07
E000855,2026-02-23,涂装车间,L004,M001,白班,7091.5,22.3,89.3,110.8
E000856,2026-02-23,涂装车间,L004,M001,夜班,7209.7,20.4,59.6,112.65
E000857,2026-02-23,总装车间,L005,M005,白班,11611.7,15.0,45.8,236.97
E000858,2026-02-23,总装车间,L005,M006,夜班,14579.3,15.3,38.1,291.59
E000859,2026-02-23,焊装车间,L006,M005,白班,12570.2,12.5,62.5,251.4
E000860,2026-02-23,焊装车间,L006,M006,夜班,14786.2,17.0,33.5,289.93
E000861,2026-02-23,总装车间,L007,M008,白班,10614.1,12.2,28.7,230.74
E000862,2026-02-23,总装车间,L007,M007,夜班,9774.0,10.6,69.5,195.48
E000863,2026-02-23,检测车间,L008,M002,白班,7900.0,18.6,63.6,102.6
E000864,2026-02-23,检测车间,L008,M005,夜班,17611.9,22.9,129.4,209.67
E000865,2026-02-24,总装车间,L001,M001,白班,7328.1,23.0,89.0,97.71
E000866,2026-02-24,总装车间,L001,M001,夜班,7173.7,14.5,87.8,94.39
E000867,2026-02-24,焊装车间,L002,M003,白班,9082.7,12.9,55.8,141.92
E000868,2026-02-24,焊装车间,L002,M003,夜班,9007.5,14.6,85.2,138.58
E000869,2026-02-24,总装车间,L003,M003,白班,7248.7,18.1,76.6,127.17
E000870,2026-02-24,总装车间,L003,M004,夜班,8863.9,14.2,27.6,158.28
E000871,2026-02-24,涂装车间,L004,M002,白班,7278.7,17.6,43.6,134.79
E000872,2026-02-24,涂装车间,L004,M002,夜班,6972.0,18.7,39.7,126.76
E000873,2026-02-24,总装车间,L005,M006,白班,12476.8,11.9,40.1,259.93
E000874,2026-02-24,总装车间,L005,M006,夜班,13431.7,16.9,32.0,253.43
E000875,2026-02-24,焊装车间,L006,M006,白班,13907.6,16.8,44.1,267.45
E000876,2026-02-24,焊装车间,L006,M006,夜班,12678.0,15.3,30.9,281.73
E000877,2026-02-24,总装车间,L007,M007,白班,8827.4,12.4,64.1,187.82
E000878,2026-02-24,总装车间,L007,M008,夜班,11022.7,15.5,24.0,234.53
E000879,2026-02-24,检测车间,L008,M007,白班,13145.2,19.9,105.1,166.39
E000880,2026-02-24,检测车间,L008,M005,夜班,15868.0,20.5,118.4,206.08
E000881,2026-02-25,总装车间,L001,M002,白班,8154.1,15.7,58.0,104.54
E000882,2026-02-25,总装车间,L001,M001,夜班,8753.6,22.6,100.0,102.98
E000883,2026-02-25,焊装车间,L002,M004,白班,11495.4,23.2,49.9,147.38
E000884,2026-02-25,焊装车间,L002,M004,夜班,11606.2,21.1,59.1,170.68
E000885,2026-02-25,总装车间,L003,M003,白班,8685.7,13.1,91.3,135.71
E000886,2026-02-25,总装车间,L003,M003,夜班,7006.4,16.2,64.0,140.13
E000887,2026-02-25,涂装车间,L004,M001,白班,7729.6,22.6,97.1,113.67
E000888,2026-02-25,涂装车间,L004,M002,夜班,9070.1,16.8,46.7,127.75
E000889,2026-02-25,总装车间,L005,M005,白班,10446.9,11.6,48.0,208.94
E000890,2026-02-25,总装车间,L005,M006,夜班,14355.3,16.4,37.3,276.06
E000891,2026-02-25,焊装车间,L006,M005,白班,10609.0,14.4,45.0,230.63
E000892,2026-02-25,焊装车间,L006,M005,夜班,11171.7,11.9,68.2,232.74
E000893,2026-02-25,总装车间,L007,M008,白班,8921.2,13.5,26.1,212.41
E000894,2026-02-25,总装车间,L007,M007,夜班,10275.9,13.1,52.7,214.08
E000895,2026-02-25,检测车间,L008,M003,白班,10469.8,17.8,93.1,132.53
E000896,2026-02-25,检测车间,L008,M007,夜班,13282.7,18.2,76.0,168.14
E000897,2026-02-26,总装车间,L001,M001,白班,7961.8,16.0,76.5,91.51
E000898,2026-02-26,总装车间,L001,M001,夜班,9180.3,18.2,140.1,99.79
E000899,2026-02-26,焊装车间,L002,M003,白班,9459.6,17.5,97.4,143.33
E000900,2026-02-26,焊装车间,L002,M004,夜班,11310.0,16.6,50.0,174.0
E000901,2026-02-26,总装车间,L003,M003,白班,9638.8,13.2,72.9,146.04
E000902,2026-02-26,总装车间,L003,M003,夜班,8490.7,17.1,67.0,143.91
E000903,2026-02-26,涂装车间,L004,M001,白班,7036.6,16.4,94.5,108.26
E000904,2026-02-26,涂装车间,L004,M001,夜班,6312.1,16.9,77.0,116.89
E000905,2026-02-26,总装车间,L005,M005,白班,10182.5,9.8,68.6,221.36
E000906,2026-02-26,总装车间,L005,M006,夜班,12779.5,12.7,31.9,260.81
E000907,2026-02-26,焊装车间,L006,M005,白班,11727.0,9.7,55.3,234.54
E000908,2026-02-26,焊装车间,L006,M006,夜班,12965.6,9.1,38.8,281.86
E000909,2026-02-26,总装车间,L007,M008,白班,11002.9,13.6,43.8,220.06
E000910,2026-02-26,总装车间,L007,M008,夜班,11614.6,12.0,40.7,241.97
E000911,2026-02-26,检测车间,L008,M006,白班,18886.2,18.8,48.9,248.5
E000912,2026-02-26,检测车间,L008,M005,夜班,15001.2,16.5,100.7,227.29
E000913,2026-02-27,总装车间,L001,M002,白班,10376.9,21.3,67.2,119.27
E000914,2026-02-27,总装车间,L001,M002,夜班,9052.8,25.3,62.3,111.76
E000915,2026-02-27,焊装车间,L002,M004,白班,12432.7,14.5,37.3,165.77
E000916,2026-02-27,焊装车间,L002,M004,夜班,12773.1,21.1,63.2,168.07
E000917,2026-02-27,总装车间,L003,M004,白班,9856.8,15.0,51.6,154.01
E000918,2026-02-27,总装车间,L003,M003,夜班,9241.5,16.8,79.1,144.4
E000919,2026-02-27,涂装车间,L004,M002,白班,7143.7,12.1,45.3,123.17
E000920,2026-02-27,涂装车间,L004,M001,夜班,6811.3,19.8,102.2,103.2
E000921,2026-02-27,总装车间,L005,M006,白班,13282.8,16.5,26.5,260.45
E000922,2026-02-27,总装车间,L005,M006,夜班,14019.9,13.8,32.8,274.9
E000923,2026-02-27,焊装车间,L006,M005,白班,10502.4,12.5,45.9,228.31
E000924,2026-02-27,焊装车间,L006,M005,夜班,12509.5,14.1,73.4,245.28
E000925,2026-02-27,总装车间,L007,M008,白班,9380.8,13.7,27.8,223.35
E000926,2026-02-27,总装车间,L007,M008,夜班,9492.9,9.5,24.1,220.77
E000927,2026-02-27,检测车间,L008,M001,白班,6246.4,12.6,66.6,94.64
E000928,2026-02-27,检测车间,L008,M001,夜班,6707.4,15.5,70.5,97.21
E000929,2026-02-28,总装车间,L001,M002,白班,6905.7,12.4,32.2,106.24
E000930,2026-02-28,总装车间,L001,M002,夜班,8314.0,16.8,41.5,113.89
E000931,2026-02-28,焊装车间,L002,M004,白班,10581.9,13.7,57.1,160.33
E000932,2026-02-28,焊装车间,L002,M004,夜班,9870.3,19.3,50.1,170.18
E000933,2026-02-28,总装车间,L003,M003,白班,6730.7,12.3,54.5,129.44
E000934,2026-02-28,总装车间,L003,M004,夜班,8075.9,10.2,38.2,171.83
E000935,2026-02-28,涂装车间,L004,M002,白班,7112.8,16.5,30.2,131.72
E000936,2026-02-28,涂装车间,L004,M002,夜班,6857.7,11.5,40.4,131.88
E000937,2026-02-28,总装车间,L005,M006,白班,11644.5,13.6,35.8,247.76
E000938,2026-02-28,总装车间,L005,M005,夜班,11945.7,11.1,66.7,238.91
E000939,2026-02-28,焊装车间,L006,M006,白班,12486.6,14.7,36.9,283.79
E000940,2026-02-28,焊装车间,L006,M005,夜班,10694.4,9.2,42.8,243.05
E000941,2026-02-28,总装车间,L007,M007,白班,7998.6,10.9,44.9,199.97
E000942,2026-02-28,总装车间,L007,M008,夜班,9538.7,10.0,34.5,238.47
E000943,2026-02-28,检测车间,L008,M001,白班,6524.9,12.6,72.2,95.95
E000944,2026-02-28,检测车间,L008,M006,夜班,16234.2,19.1,33.3,249.76
E000945,2026-03-01,总装车间,L001,M002,白班,7089.0,14.9,33.9,107.41
E000946,2026-03-01,总装车间,L001,M002,夜班,6145.7,13.8,47.1,109.74
E000947,2026-03-01,焊装车间,L002,M004,白班,8210.6,15.4,31.9,164.21
E000948,2026-03-01,焊装车间,L002,M003,夜班,6842.3,14.4,49.3,145.58
E000949,2026-03-01,总装车间,L003,M004,白班,6317.9,10.8,21.9,146.93
E000950,2026-03-01,总装车间,L003,M003,夜班,5517.1,7.1,42.1,145.19
E000951,2026-03-01,涂装车间,L004,M002,白班,6149.7,15.2,32.5,136.66
E000952,2026-03-01,涂装车间,L004,M002,夜班,5688.9,13.0,26.9,123.67
E000953,2026-03-01,总装车间,L005,M005,白班,8864.4,11.7,37.6,233.27
E000954,2026-03-01,总装车间,L005,M006,夜班,10464.3,7.7,21.7,268.32
E000955,2026-03-01,焊装车间,L006,M006,白班,11892.9,14.4,33.0,276.58
E000956,2026-03-01,焊装车间,L006,M006,夜班,10632.6,10.4,20.5,295.35
E000957,2026-03-01,总装车间,L007,M008,白班,6466.6,6.8,20.9,215.55
E000958,2026-03-01,总装车间,L007,M008,夜班,8475.7,8.8,18.0,235.44
E000959,2026-03-01,检测车间,L008,M003,白班,7480.6,16.2,48.9,136.01
E000960,2026-03-01,检测车间,L008,M005,夜班,12831.8,12.9,61.6,221.24
E000961,2026-03-02,总装车间,L001,M002,白班,10882.3,23.3,78.5,117.01
E000962,2026-03-02,总装车间,L001,M002,夜班,9667.9,18.0,74.9,112.42
E000963,2026-03-02,焊装车间,L002,M003,白班,10199.6,15.2,107.0,145.71
E000964,2026-03-02,焊装车间,L002,M004,夜班,13474.6,22.6,56.2,166.35
E000965,2026-03-02,总装车间,L003,M003,白班,9808.2,12.9,107.6,140.12
E000966,2026-03-02,总装车间,L003,M003,夜班,9477.9,17.5,74.1,143.6
E000967,2026-03-02,涂装车间,L004,M001,白班,6690.4,13.7,58.1,106.2
E000968,2026-03-02,涂装车间,L004,M001,夜班,5960.3,11.9,51.1,102.76
E000969,2026-03-02,总装车间,L005,M005,白班,13637.7,14.0,63.2,231.15
E000970,2026-03-02,总装车间,L005,M005,夜班,13947.7,13.2,86.7,240.48
E000971,2026-03-02,焊装车间,L006,M005,白班,12387.6,13.2,83.1,221.21
E000972,2026-03-02,焊装车间,L006,M005,夜班,11800.5,15.4,63.5,236.01
E000973,2026-03-02,总装车间,L007,M008,白班,9014.2,12.3,36.1,214.62
E000974,2026-03-02,总装车间,L007,M007,夜班,10011.5,15.1,66.7,213.01
E000975,2026-03-02,检测车间,L008,M006,白班,20203.9,18.6,61.2,243.42
E000976,2026-03-02,检测车间,L008,M006,夜班,22564.5,19.8,70.4,259.36
E000977,2026-03-03,总装车间,L001,M001,白班,8867.3,17.0,104.7,98.53
E000978,2026-03-03,总装车间,L001,M001,夜班,9114.3,18.8,95.5,103.57
E000979,2026-03-03,焊装车间,L002,M004,白班,11838.8,17.1,54.1,166.74
E000980,2026-03-03,焊装车间,L002,M004,夜班,13102.1,18.2,42.8,165.85
E000981,2026-03-03,总装车间,L003,M004,白班,10597.4,15.9,36.5,145.17
E000982,2026-03-03,总装车间,L003,M004,夜班,9844.7,16.9,38.8,172.71
E000983,2026-03-03,涂装车间,L004,M001,白班,7713.7,22.9,75.1,115.13
E000984,2026-03-03,涂装车间,L004,M001,夜班,6943.4,22.2,77.3,110.21
E000985,2026-03-03,总装车间,L005,M006,白班,12722.9,13.6,41.7,259.65
E000986,2026-03-03,总装车间,L005,M005,夜班,12023.6,10.5,82.4,222.66
E000987,2026-03-03,焊装车间,L006,M005,白班,13813.6,16.2,67.7,242.34
E000988,2026-03-03,焊装车间,L006,M005,夜班,12983.2,15.6,69.1,240.43
E000989,2026-03-03,总装车间,L007,M008,白班,9377.3,8.6,30.0,223.27
E000990,2026-03-03,总装车间,L007,M007,夜班,10383.6,12.7,57.7,216.33
E000991,2026-03-03,检测车间,L008,M006,白班,17217.2,13.5,41.0,226.54
E000992,2026-03-03,检测车间,L008,M002,夜班,7310.7,16.4,48.2,105.95
E000993,2026-03-04,总装车间,L001,M002,白班,10865.6,26.5,79.3,112.02
E000994,2026-03-04,总装车间,L001,M002,夜班,10394.6,17.5,69.6,118.12
E000995,2026-03-04,焊装车间,L002,M004,白班,12635.3,20.9,51.3,155.99
E000996,2026-03-04,焊装车间,L002,M004,夜班,11579.2,15.3,43.5,156.48
E000997,2026-03-04,总装车间,L003,M003,白班,9994.3,24.0,81.3,126.51
E000998,2026-03-04,总装车间,L003,M004,夜班,8928.0,15.4,36.0,153.93
E000999,2026-03-04,涂装车间,L004,M002,白班,7558.0,13.4,50.4,130.31
E001000,2026-03-04,涂装车间,L004,M002,夜班,9292.8,21.0,48.5,138.7
E001001,2026-03-04,总装车间,L005,M006,白班,16910.8,19.6,42.5,277.23
E001002,2026-03-04,总装车间,L005,M005,夜班,11556.1,9.8,50.0,240.75
E001003,2026-03-04,焊装车间,L006,M006,白班,14058.0,13.5,31.7,286.9
E001004,2026-03-04,焊装车间,L006,M006,夜班,14673.9,18.4,42.1,262.03
E001005,2026-03-04,总装车间,L007,M008,白班,9949.6,9.8,30.5,231.39
E001006,2026-03-04,总装车间,L007,M007,夜班,9325.5,15.4,72.3,186.51
E001007,2026-03-04,检测车间,L008,M008,白班,15682.0,14.2,48.4,196.03
E001008,2026-03-04,检测车间,L008,M001,夜班,6811.5,17.5,106.0,94.6
E001009,2026-03-05,总装车间,L001,M001,白班,7956.6,20.2,115.0,88.41
E001010,2026-03-05,总装车间,L001,M002,夜班,10360.0,23.2,62.1,121.88
E001011,2026-03-05,焊装车间,L002,M004,白班,12248.6,22.6,53.4,159.07
E001012,2026-03-05,焊装车间,L002,M004,夜班,12841.8,22.5,66.3,152.88
E001013,2026-03-05,总装车间,L003,M003,白班,9270.3,13.2,56.2,147.15
E001014,2026-03-05,总装车间,L003,M004,夜班,10527.5,19.4,38.5,157.13
E001015,2026-03-05,涂装车间,L004,M001,白班,6545.8,13.3,70.0,112.86
E001016,2026-03-05,涂装车间,L004,M002,夜班,8699.2,18.3,45.4,129.84
E001017,2026-03-05,总装车间,L005,M006,白班,14383.8,15.6,43.1,271.39
E001018,2026-03-05,总装车间,L005,M006,夜班,17514.0,17.0,52.2,273.66
E001019,2026-03-05,焊装车间,L006,M006,白班,14255.2,14.1,45.6,274.14
E001020,2026-03-05,焊装车间,L006,M005,夜班,12111.6,14.2,74.1,242.23
E001021,2026-03-05,总装车间,L007,M008,白班,10884.9,16.8,30.8,217.7
E001022,2026-03-05,总装车间,L007,M008,夜班,10572.7,10.9,30.2,211.45
E001023,2026-03-05,检测车间,L008,M008,白班,12044.5,17.2,53.9,185.3
E001024,2026-03-05,检测车间,L008,M002,夜班,8738.6,22.7,48.8,102.81
E001025,2026-03-06,总装车间,L001,M002,白班,9721.4,19.1,49.0,114.37
E001026,2026-03-06,总装车间,L001,M001,夜班,9928.8,29.4,115.1,102.36
E001027,2026-03-06,焊装车间,L002,M004,白班,14488.4,18.2,55.3,168.47
E001028,2026-03-06,焊装车间,L002,M004,夜班,13236.4,26.3,62.4,153.91
E001029,2026-03-06,总装车间,L003,M003,白班,9136.7,19.5,94.2,136.37
E001030,2026-03-06,总装车间,L003,M003,夜班,9634.0,13.2,99.2,141.68
E001031,2026-03-06,涂装车间,L004,M001,白班,6666.2,20.3,77.2,107.52
E001032,2026-03-06,涂装车间,L004,M001,夜班,7008.9,14.8,72.0,114.9
E001033,2026-03-06,总装车间,L005,M006,白班,13154.2,10.1,39.1,257.93
E001034,2026-03-06,总装车间,L005,M005,夜班,13222.1,18.6,71.8,224.1
E001035,2026-03-06,焊装车间,L006,M005,白班,11749.9,13.5,70.8,225.96
E001036,2026-03-06,焊装车间,L006,M005,夜班,11453.0,13.5,68.5,248.98
E001037,2026-03-06,总装车间,L007,M008,白班,10103.7,14.2,41.5,206.2
E001038,2026-03-06,总装车间,L007,M007,夜班,9298.5,14.1,52.8,206.63
E001039,2026-03-06,检测车间,L008,M001,白班,7198.5,14.8,88.8,95.98
E001040,2026-03-06,检测车间,L008,M004,夜班,11547.1,14.7,61.6,149.96
E001041,2026-03-07,总装车间,L001,M002,白班,8658.4,18.5,56.7,105.59
E001042,2026-03-07,总装车间,L001,M002,夜班,10165.7,18.4,62.9,118.21
E001043,2026-03-07,焊装车间,L002,M003,白班,10491.0,17.6,85.0,143.71
E001044,2026-03-07,焊装车间,L002,M004,夜班,12481.6,14.8,47.3,164.23
E001045,2026-03-07,总装车间,L003,M003,白班,9591.8,19.4,73.5,143.16
E001046,2026-03-07,总装车间,L003,M004,夜班,8807.6,13.7,41.6,157.28
E001047,2026-03-07,涂装车间,L004,M002,白班,7567.8,17.3,45.6,118.25
E001048,2026-03-07,涂装车间,L004,M002,夜班,7898.7,23.1,52.3,119.68
E001049,2026-03-07,总装车间,L005,M006,白班,12299.5,10.5,37.6,256.24
E001050,2026-03-07,总装车间,L005,M006,夜班,12162.2,9.5,37.4,264.4
E001051,2026-03-07,焊装车间,L006,M005,白班,12381.7,13.9,68.4,247.63
E001052,2026-03-07,焊装车间,L006,M005,夜班,10552.1,12.3,39.7,234.49
E001053,2026-03-07,总装车间,L007,M007,白班,7849.4,12.9,60.6,182.54
E001054,2026-03-07,总装车间,L007,M007,夜班,8129.2,9.6,52.6,189.05
E001055,2026-03-07,检测车间,L008,M004,白班,10139.1,14.6,41.6,153.62
E001056,2026-03-07,检测车间,L008,M006,夜班,14950.9,12.2,35.5,237.32
E001057,2026-03-08,总装车间,L001,M002,白班,6033.1,12.4,39.1,113.83
E001058,2026-03-08,总装车间,L001,M001,夜班,5686.3,12.8,49.1,103.39
E001059,2026-03-08,焊装车间,L002,M003,白班,8350.5,17.0,63.9,149.12
E001060,2026-03-08,焊装车间,L002,M004,夜班,7947.9,16.7,36.4,152.84
E001061,2026-03-08,总装车间,L003,M003,白班,7475.4,14.4,59.5,135.92
E001062,2026-03-08,总装车间,L003,M003,夜班,7446.0,16.4,63.3,146.0
E001063,2026-03-08,涂装车间,L004,M002,白班,5835.3,12.9,32.5,124.16
E001064,2026-03-08,涂装车间,L004,M001,夜班,5104.2,14.9,71.1,106.34
E001065,2026-03-08,总装车间,L005,M006,白班,8803.5,10.2,29.4,244.54
E001066,2026-03-08,总装车间,L005,M006,夜班,10232.5,10.3,29.5,262.37
E001067,2026-03-08,焊装车间,L006,M005,白班,8775.8,9.0,42.0,243.77
E001068,2026-03-08,焊装车间,L006,M005,夜班,8944.4,12.6,49.5,229.34
E001069,2026-03-08,总装车间,L007,M008,白班,6646.6,7.9,16.4,214.41
E001070,2026-03-08,总装车间,L007,M007,夜班,8034.8,10.4,35.1,206.02
E001071,2026-03-08,检测车间,L008,M005,白班,11368.0,15.0,86.0,196.0
E001072,2026-03-08,检测车间,L008,M001,夜班,4700.0,10.1,69.5,94.0
E001073,2026-03-09,总装车间,L001,M001,白班,7355.2,24.3,94.8,94.3
E001074,2026-03-09,总装车间,L001,M001,夜班,8807.9,16.8,98.7,102.42
E001075,2026-03-09,焊装车间,L002,M004,白班,13453.8,16.6,54.6,160.16
E001076,2026-03-09,焊装车间,L002,M003,夜班,10275.8,20.8,85.2,140.76
E001077,2026-03-09,总装车间,L003,M003,白班,9539.6,13.4,92.3,136.28
E001078,2026-03-09,总装车间,L003,M004,夜班,9201.3,18.5,33.9,150.84
E001079,2026-03-09,涂装车间,L004,M002,白班,7809.6,13.9,56.1,120.15
E001080,2026-03-09,涂装车间,L004,M001,夜班,7086.7,15.2,59.4,107.37
E001081,2026-03-09,总装车间,L005,M006,白班,14164.8,17.4,44.3,257.54
E001082,2026-03-09,总装车间,L005,M006,夜班,14101.6,11.7,45.1,251.81
